0,001
-0,44556456
-0,44337338
-0,43811268
-0,43090156
-0,4216625
-0,41041826
-0,39816866
-0,38588894
-0,37461708
-0,3663771
-0,3611426
-0,3598529
-0,35950168
-0,35917294
-0,35985004
-0,36251566
-0,36724538
-0,3699861
-0,36973472
-0,36744822
-0,36711376
-0,36580036
-0,365492
-0,36213408
-0,35771326
-0,35333076
-0,35193928
-0,35054138
-0,34914738
-0,34778194
-0,34944024
-0,35405866
-0,35662778
-0,35721746
-0,3588065
-0,35941322
-0,35898466
-0,35553314
-0,3520346
-0,34552788
-0,34203282
-0,33752084
-0,33405704
-0,33059696
-0,33014478
-0,32870428
-0,33129992
-0,33390942
-0,33653406
-0,3361404
-0,33577942
-0,33835896
-0,3379624
-0,33454674
-0,32914676
-0,32177208
-0,31941382
-0,31704702
-0,31470834
-0,31036042
-0,30899854
-0,30966088
-0,31330278
-0,31492596
-0,31653974
-0,31815402
-0,32269286
-0,32525336
-0,3257977
-0,32429674
-0,32177192
-0,32118622
-0,31762924
-0,31007412
-0,30051278
-0,2919586
-0,28739318
-0,28285086
-0,27834278
-0,27384388
-0,2703047
-0,27275676
-0,27519908
-0,27759462
-0,27805664
-0,2795365
-0,28205174
-0,28261592
-0,28016794
-0,27872628
-0,27931416
-0,27985718
-0,28035382
-0,27791076
-0,27947642
-0,28300994
-0,28951268
-0,29597806
-0,29942762
-0,30290434
-0,30836918
-0,31183236
-0,31530496
-0,31278542
-0,3082387
-0,30468454
-0,299111
-0,29157974
-0,285007
-0,27943278
-0,27981902
-0,28021208
-0,2806202
-0,28296866
-0,2873004
-0,29765
-0,30494686
-0,30928514
-0,31365106
-0,31601776
-0,32137664
-0,32370352
-0,32203106
-0,31738612
-0,3157662
-0,3171296
-0,31753914
-0,31592728
-0,31727896
-0,32160678
-0,33191746
-0,34126426
-0,3456295
-0,34900838
-0,35135544
-0,35568022
-0,3560617
-0,35143678
-0,34477524
-0,34014978
-0,3404798
-0,33582554
-0,33114628
-0,3274971
-0,3288477
-0,33216192
-0,33350554
-0,3319125
-0,33129314
-0,33261456
-0,33194854
-0,3282601
-0,32062654
-0,31293926
-0,30627026
-0,2986257
-0,29002054
-0,27933804
-0,27260562
-0,26782954
-0,26209334
-0,2543605
-0,24965548
-0,24597826
-0,24832404
-0,24667246
-0,24403746
-0,24239556
-0,2427253
-0,24504278
-0,24340724
-0,23975416
-0,23610096
-0,23243328
-0,22977786
-0,22314334
-0,21647808
-0,21077306
-0,2091078
-0,207458
-0,20377896
-0,20015208
-0,200494
-0,20387152
-0,20531662
-0,20381984
-0,20132804
-0,1988385
-0,19631542
-0,19380654
-0,19026836
-0,18476112
-0,1822208
-0,17764912
-0,17706516
-0,17747502
-0,1789302
-0,18237534
-0,18684368
-0,19431202
-0,19972752
-0,20407996
-0,206419
-0,20969378
-0,2109032
-0,20814042
-0,20136318
-0,19364902
-0,18490512
-0,17722962
-0,16856292
-0,15886532
-0,14910718
-0,13934314
-0,1305762
-0,12178158
-0,10993944
-0,0960882
-0,08423888
-0,06934632
-0,05349502
-0,0346532
-0,01484834
0,00192906
0,01970156
0,03842206
0,0540788
0,07077878
0,08342566
0,09507446
0,1057291
0,1163642
0,12906978
0,14176964
0,15344506
0,16711
0,18370746
0,20027308
0,2148114
0,2303565
0,24794352
0,26457386
0,27817696
0,28876848
0,29633242
0,30394882
0,3094934
0,31405736
0,31059668
0,30814484
0,30769912
0,3062812
0,30481274
0,29930246
0,2978155
0,30133076
0,30285098
0,30037956
0,29488122
0,29239148
0,291857
0,28931564
0,27976992
0,27028092
0,26180438
0,25534498
0,24687
0,23536832
0,22393026
0,21448562
0,2090031
0,20245116
0,19287642
